Date,Open,High,Low,Close,Adj Close,Volume
2020-02-07,9264.671932488736,9282.06404593693,9251.559024112566,9255.374497721541,9255.374497721541,3478
2020-02-08,9072.516682980617,9150.141522690175,9070.346231465535,9130.130416976415,9130.130416976415,1767
2020-02-09,9146.103570415075,9173.9473190537,9119.74764793886,9146.600012435807,9146.600012435807,3510
2020-02-10,9221.833407064336,9232.20201213136,9207.688204502458,9216.743244329244,9216.743244329244,1100
2020-02-11,9194.616803842477,9228.77961715704,9175.10789462027,9210.134397822898,9210.134397822898,4087
2020-02-12,9196.655018448864,9197.819002090731,9183.566211478968,9193.436383368835,9193.436383368835,2732
2020-02-13,9152.64684127931,9187.016260702447,9140.903213155476,9181.413084855512,9181.413084855512,4329
2020-02-14,9022.61031500651,9070.508671211805,9014.746925846006,9045.571297059107,9045.571297059107,2919
2020-02-15,8948.763629089099,8973.472951447431,8938.472308915309,8950.469900757282,8950.469900757282,3291
2020-02-16,8924.453648322222,8940.683157734837,8912.132636304626,8930.163876991122,8930.163876991122,2371
2020-02-17,9040.77883522112,9054.929314041678,9019.166353148348,9043.62499520845,9043.62499520845,4320
2020-02-18,9076.848165471372,9092.85479847798,9015.26198504706,9030.608070874105,9030.608070874105,1104
2020-02-19,8861.387113187733,8861.394343328288,8827.585103128664,8855.892059643373,8855.892059643373,1693
2020-02-20,8900.854433183888,8909.468699561812,8899.598021368723,8902.23136948067,8902.23136948067,2690
2020-02-21,8832.86187877273,8878.929850239178,8817.76982909377,8872.682895980932,8872.682895980932,2310
2020-02-22,8782.721041256627,8795.861590713703,8765.194297591675,8788.34710231121,8788.34710231121,4240
2020-02-23,8879.303104132587,8911.227300323984,8851.69719455036,8887.050125047981,8887.050125047981,4491
2020-02-24,8995.417680191198,9003.807895887592,8970.112605241959,8971.587360950602,8971.587360950602,2070
2020-02-25,9031.547058194254,9062.768616258172,9014.342070646197,9057.022976596667,9057.022976596667,2066
2020-02-26,8960.462998126532,8975.590901950323,8917.985194976382,8943.59409283222,8943.59409283222,4392
2020-02-27,8940.862930585288,8966.83228167647,8907.81689755234,8915.074729395918,8915.074729395918,1817
2020-02-28,8980.120612041217,8987.378064985585,8953.8318415855,8980.137573870461,8980.137573870461,3268
2020-02-29,9055.879831178629,9058.235918462413,9028.848686775735,9029.419989053964,9029.419989053964,2536
2020-03-01,9032.635698681814,9055.099368060903,9010.662059807803,9044.407225985413,9044.407225985413,4783
2020-03-02,8996.111793184731,9024.855057975654,8968.118396549671,9002.425503238705,9002.425503238705,4512
2020-03-03,8894.666037307981,8976.337658458284,8874.950107458779,8959.81694211744,8959.81694211744,3191
2020-03-04,8786.260105277554,8845.996546417033,8773.08922795814,8821.492745329802,8821.492745329802,1889
2020-03-05,8856.715447953118,8885.503212381394,8851.611590677769,8852.95802117195,8852.95802117195,4099
2020-03-06,8983.48328760345,9013.864139665904,8955.879873203772,8990.084265363355,8990.084265363355,2877
2020-03-07,8982.817797177431,9023.035715901302,8968.708910496684,9004.921623535989,9004.921623535989,2873
2020-03-08,9083.596023861044,9134.226982885084,9082.726121530966,9119.426735243513,9119.426735243513,1789
2020-03-09,9114.126664952271,9115.328737542719,9068.07167226133,9088.766304401193,9088.766304401193,1552
2020-03-10,9051.83898883606,9081.368648200481,9006.832283175021,9021.287400782308,9021.287400782308,1843
2020-03-11,9125.127414050337,9136.631847727589,9076.983415005885,9080.713774529157,9080.713774529157,1658
2020-03-12,9258.176516245665,9263.179725367823,9251.748361966358,9258.612878950316,9258.612878950316,4928
2020-03-13,9237.465917015263,9273.31426084789,9235.531196601587,9253.312995185997,9253.312995185997,4761
2020-03-14,9413.778977047461,9429.763966729786,9396.550170856204,9421.235318056923,9421.235318056923,4898
2020-03-15,9131.18898875315,9148.762336881082,9095.210543603403,9113.871427980965,9113.871427980965,3884
2020-03-16,9243.518121737527,9261.121158972865,9158.560482775752,9173.732751726417,9173.732751726417,2018
2020-03-17,9236.153179653573,9259.29251434274,9211.640115663495,9245.920619715655,9245.920619715655,2953
2020-03-18,9196.71355788294,9221.797116349291,9156.46541066448,9182.29567530372,9182.29567530372,2190
2020-03-19,9216.99001693278,9224.939028779443,9149.197189228307,9167.6659211288,9167.6659211288,4706
2020-03-20,8977.861263915116,9025.639039624206,8977.478569523893,9012.180061875673,9012.180061875673,4657
2020-03-21,8964.776248794537,9019.305875794837,8943.919359122105,9003.175111937107,9003.175111937107,1750
2020-03-22,8999.144355195927,9040.490454304503,8986.604378688317,9020.581712681484,9020.581712681484,3296
2020-03-23,9173.671121693334,9197.190277208501,9144.68856757762,9161.65529207441,9161.65529207441,1774
2020-03-24,9153.635537960397,9165.479756446744,9096.32557526721,9115.797993327777,9115.797993327777,3811
2020-03-25,9082.761880605229,9102.143288928126,9020.217124003548,9030.72422243336,9030.72422243336,2380
2020-03-26,9000.721195351738,9005.239523943794,8933.486275928964,8960.999231084119,8960.999231084119,4182
2020-03-27,9089.517274592019,9117.496717608294,9061.187525550828,9065.206771553321,9065.206771553321,1691
2020-03-28,9076.354341376045,9134.292858352006,9056.208987157614,9122.801094159377,9122.801094159377,4771
2020-03-29,9048.545999687714,9087.718689169218,9048.415212289017,9065.833046509924,9065.833046509924,3867
2020-03-30,9094.970543955566,9114.697647569532,9067.23101079341,9114.087415113067,9114.087415113067,1718
2020-03-31,9108.017021963513,9114.172636250658,9097.155880294325,9100.531004291468,9100.531004291468,1233
2020-04-01,9213.935596610128,9228.548072939835,9210.821882834683,9213.66840973911,9213.66840973911,3071
2020-04-02,9137.651352040146,9163.998926072116,9093.561633673664,9103.551862665232,9103.551862665232,4097
2020-04-03,9074.740952726796,9133.71413671054,9063.533964145623,9117.89648221202,9117.89648221202,2404
2020-04-04,9090.074338743447,9131.589402246183,9083.64533657376,9103.693287777367,9103.693287777367,4801
2020-04-05,8907.309778293087,8921.823685190571,8881.728346339227,8899.281996167041,8899.281996167041,2005
2020-04-06,8963.161603796565,8977.875076698643,8933.370690106727,8946.658113047986,8946.658113047986,2369
2020-04-07,9025.96384712733,9029.556250782347,8990.0390616353,8991.064329306533,8991.064329306533,2401
2020-04-08,8966.605847564848,9034.130079409693,8957.01628569719,9010.050392085126,9010.050392085126,3569
2020-04-09,8910.929075604136,8959.979296107069,8886.61608819694,8952.570333733058,8952.570333733058,3064
2020-04-10,8814.277667416418,8841.266042097588,8785.461699222846,8806.152745268702,8806.152745268702,3292
2020-04-11,8799.952412277455,8827.277138887366,8716.808631121767,8738.554756729163,8738.554756729163,3765
2020-04-12,8782.82871700922,8811.128020365446,8724.787022788465,8745.730530510971,8745.730530510971,3817
2020-04-13,8638.843049113597,8719.882476478613,8629.513858472106,8704.27556180552,8704.27556180552,4695
2020-04-14,8657.239454300776,8677.552267844285,8649.862721413034,8652.852639075338,8652.852639075338,1716
2020-04-15,8678.404346381898,8710.620452335674,8670.230330860904,8687.264975933824,8687.264975933824,2562
2020-04-16,8874.21017855247,8886.701230413406,8849.256619546915,8882.770791853893,8882.770791853893,4654
2020-04-17,8946.673793862075,8964.702509712,8864.150962909272,8893.565086842764,8893.565086842764,2711
2020-04-18,8889.48255942611,8904.31061558791,8874.667148983863,8903.28167854881,8903.28167854881,2225
2020-04-19,8917.172167647286,8943.489955232611,8916.881156999594,8928.56297273095,8928.56297273095,2271
2020-04-20,8729.5741163228,8734.219396771407,8720.5341389857,8724.735483349727,8724.735483349727,3165
2020-04-21,8739.284591841357,8744.77227962022,8708.258713121755,8717.921130381243,8717.921130381243,1008
2020-04-22,8725.55154940609,8736.502976406868,8686.727005333318,8704.084565791107,8704.084565791107,1597
2020-04-23,8976.077108375282,9008.959371225392,8973.824299001122,8995.986256223896,8995.986256223896,1022
2020-04-24,8942.847029758652,8982.669228749717,8914.546310797356,8963.97405601375,8963.97405601375,2990
2020-04-25,8986.217274165352,8988.450126718508,8958.82380839457,8969.776318593103,8969.776318593103,3287
2020-04-26,8970.499712859977,9012.510808280687,8943.122186322233,8997.400055443564,8997.400055443564,2608
2020-04-27,8872.927192405094,8878.405946312687,8827.128683757559,8850.544337840269,8850.544337840269,3074
2020-04-28,8967.385829338602,8984.605084589553,8936.474848033788,8959.137966209255,8959.137966209255,4031
2020-04-29,9057.513347206197,9076.635485574032,9016.575689585079,9034.777276978546,9034.777276978546,4932
2020-04-30,9128.489277758757,9145.190555455343,9074.84964845914,9093.653162970695,9093.653162970695,2104
2020-05-01,9060.656793568427,9082.805658882777,9028.42653910486,9047.566636161348,9047.566636161348,4667
2020-05-02,9177.387345174824,9187.455622502051,9122.930680469059,9141.792322079826,9141.792322079826,3246
2020-05-03,9002.769464003228,9036.614434491043,8986.157617061277,9013.66123674205,9013.66123674205,4626
2020-05-04,9122.154252761671,9135.137265212918,9025.811642011333,9055.40406256582,9055.40406256582,3822
2020-05-05,9297.846739311137,9328.76552642225,9275.878022288365,9314.239991472572,9314.239991472572,1091
2020-05-06,9203.832426042345,9233.344407427716,9180.52403439057,9213.901343609883,9213.901343609883,1850
2020-05-07,9148.364753974174,9154.294807111293,9122.190869521664,9153.744055591316,9153.744055591316,2982
2020-05-08,9197.731878227223,9217.35170486983,9142.92236958862,9149.391562470395,9149.391562470395,2107
2020-05-09,9077.182066672614,9115.008430355618,9074.667941899763,9096.450875883455,9096.450875883455,1299
2020-05-10,9027.584178518775,9036.879592021372,8959.629772018548,8974.116605116506,8974.116605116506,3343
2020-05-11,8992.806641507497,8995.380470054482,8945.25204582343,8960.674466692008,8960.674466692008,3694
2020-05-12,8869.91991223615,8874.51036388168,8845.044458837652,8871.78230038429,8871.78230038429,2477
2020-05-13,8911.71649700476,8939.413209414317,8881.79589591613,8895.1094032946,8895.1094032946,2304
2020-05-14,8826.583035090856,8847.26141472763,8807.367617682796,8824.493208449125,8824.493208449125,2000
2020-05-15,8986.287842663043,9005.744033254901,8970.47571450764,9001.930954841779,9001.930954841779,2082
2020-05-16,8910.444376580836,8921.146071660103,8908.117297356968,8909.26338086969,8909.26338086969,3956
2020-05-17,8876.446002561335,8894.220492378383,8838.629189979029,8857.085636876936,8857.085636876936,3918
2020-05-18,8948.477248603338,8976.896765538073,8923.63595003011,8951.829614385353,8951.829614385353,2365
2020-05-19,8819.65243492869,8820.96226279008,8814.060883401959,8818.785899844233,8818.785899844233,3800
2020-05-20,8843.319731122181,8853.601794433247,8825.489779104384,8846.502800489146,8846.502800489146,4536
2020-05-21,8973.16130661644,8999.8537763253,8952.73893484713,8970.547251180522,8970.547251180522,4951
2020-05-22,8838.986550704712,8839.261517210227,8808.098895727971,8813.024444649662,8813.024444649662,3389
2020-05-23,8846.645669066218,8852.687642150035,8835.312494470163,8839.016401682085,8839.016401682085,4681
2020-05-24,8801.955041352157,8869.666365332994,8772.553483062862,8840.895640053805,8840.895640053805,3109
2020-05-25,8952.06311675377,8970.465172149436,8906.815949593785,8918.627524683376,8918.627524683376,1775
2020-05-26,8819.144754029741,8826.994895028867,8780.656527197036,8787.479179058742,8787.479179058742,3672
2020-05-27,8682.83019369802,8684.839926529896,8646.059210403233,8651.198946736864,8651.198946736864,2452
2020-05-28,8727.628156326851,8728.473896540268,8691.024820136723,8711.05287154422,8711.05287154422,2681
2020-05-29,8787.579247111667,8794.921599500774,8750.002883928211,8768.28624284803,8768.28624284803,2751
2020-05-30,8809.096806988991,8835.541381576659,8752.983963747074,8772.290527436697,8772.290527436697,3303
2020-05-31,8809.33354533976,8847.54079760978,8806.693364514416,8835.063387980854,8835.063387980854,3875
2020-06-01,8764.929672280874,8786.539673355854,8730.676864008481,8757.482901513435,8757.482901513435,4061
2020-06-02,8760.580861563658,8788.129412625056,8728.965920081451,8740.643911985722,8740.643911985722,2851
2020-06-03,8781.728880288574,8834.66196911687,8772.327798095663,8822.420755268786,8822.420755268786,2897
2020-06-04,8725.351757289916,8759.840395824673,8711.480913872485,8754.10207469355,8754.10207469355,4841
2020-06-05,8941.711422343848,8957.224960269556,8892.884317427066,8904.586299399494,8904.586299399494,2729
2020-06-06,8990.90934589489,9018.151856506685,8954.343365751094,8980.25067584527,8980.25067584527,4418
2020-06-07,8862.97820366905,8887.109436093182,8807.708701262984,8835.58653051892,8835.58653051892,4597
2020-06-08,8932.87377186745,8934.848667168344,8911.221667171967,8920.325263665456,8920.325263665456,2327
2020-06-09,8831.227254850055,8852.004438852382,8769.695646744858,8795.613720968657,8795.613720968657,1614
2020-06-10,8886.782517577543,8903.939443251313,8840.30432654532,8863.750020431311,8863.750020431311,1244
2020-06-11,9024.11015827622,9051.334053566614,8979.891133420138,9007.815363590482,9007.815363590482,1756
2020-06-12,8949.411666052125,8953.086108557634,8923.556387256498,8930.928896622074,8930.928896622074,1823
2020-06-13,9044.826915068274,9060.847998464413,9004.47872009608,9021.78749459971,9021.78749459971,3827
2020-06-14,9094.797448595145,9121.181329400502,9039.102232458989,9047.338570001202,9047.338570001202,4807
2020-06-15,9167.391274109123,9179.691987711374,9120.504381207948,9145.22721592248,9145.22721592248,3779
2020-06-16,9349.933459581329,9364.393307113314,9348.13066476498,9348.290390482112,9348.290390482112,2846
2020-06-17,9339.768688596538,9341.882508926547,9300.523248341167,9317.467823227758,9317.467823227758,2435
2020-06-18,9242.461642209479,9254.986397219911,9232.28553927132,9246.642088006443,9246.642088006443,3925
2020-06-19,9136.403131407353,9150.37351989789,9126.722620195018,9140.638320422822,9140.638320422822,2240
2020-06-20,9069.19825665649,9124.247627692035,9049.851066940542,9095.893954229688,9095.893954229688,1515
2020-06-21,9049.851372097824,9058.331392914059,9015.681424783437,9041.225958262858,9041.225958262858,1473
2020-06-22,9085.36105697613,9122.441890475442,9067.08519523433,9108.615828417353,9108.615828417353,1035
2020-06-23,9123.64332899431,9170.310656974749,9098.04813963491,9150.17152426782,9150.17152426782,4249
2020-06-24,9193.403628892223,9223.735690339437,9185.465715535793,9218.8701891672,9218.8701891672,2410
2020-06-25,9204.392985907232,9221.095003572973,9188.807930264284,9206.501731958717,9206.501731958717,2792
2020-06-26,9318.03333087667,9367.495854466762,9304.517234704657,9345.339683282486,9345.339683282486,4088
2020-06-27,9333.705815039408,9376.167350303687,9333.356468054315,9350.161693912874,9350.161693912874,2734
2020-06-28,9601.480967058156,9620.26874529803,9556.292994751455,9572.997359045678,9572.997359045678,1829
2020-06-29,9647.68181970605,9667.753425165558,9624.775377395434,9644.62110711982,9644.62110711982,4119
2020-06-30,9591.492750054433,9595.28125423197,9552.599249243378,9570.35668137595,9570.35668137595,4133
2020-07-01,9489.969989632204,9524.344956947303,9467.8815926687,9495.971662029913,9495.971662029913,2092
2020-07-02,9487.314631116611,9531.038403449344,9470.17444526302,9527.061181124809,9527.061181124809,4730
2020-07-03,9481.865054300082,9505.105242415537,9475.756127055678,9477.7586347012,9477.7586347012,4942
2020-07-04,9553.136752284869,9570.257934826266,9549.643386562328,9562.313445172917,9562.313445172917,3413
2020-07-05,9597.045299715792,9631.56469316708,9579.151062389474,9603.556898856043,9603.556898856043,2185
2020-07-06,9625.149967310917,9646.748753492002,9586.115314868402,9594.364690627612,9594.364690627612,2762
2020-07-07,9520.004575889987,9566.07330122593,9517.615222018943,9543.458889836578,9543.458889836578,1944
2020-07-08,9367.106079370644,9373.67785456244,9332.073431308128,9344.961513611584,9344.961513611584,4023
2020-07-09,9287.667633702018,9373.211697403895,9271.037955759508,9359.92049810484,9359.92049810484,2511
2020-07-10,9426.093121026686,9448.483750063871,9416.230741376197,9429.949354226193,9429.949354226193,1430
2020-07-11,9410.008966938452,9479.710576793794,9388.39595587168,9456.611368247595,9456.611368247595,3022
2020-07-12,9311.418909569647,9314.537690847019,9281.64834848078,9300.961466723817,9300.961466723817,1858
2020-07-13,9333.085888308604,9361.95684780224,9314.554984335107,9324.539535167858,9324.539535167858,4560
2020-07-14,9393.283259439098,9419.989879555735,9314.760875364573,9337.40705123183,9337.40705123183,1229
2020-07-15,9251.507935919828,9275.301553475741,9232.047084643837,9267.191095760874,9267.191095760874,3417
2020-07-16,9232.666611380346,9327.612758740595,9213.543250018809,9302.929951449625,9302.929951449625,1177
2020-07-17,9302.554717236437,9340.348705268185,9285.951886212824,9324.79898757699,9324.79898757699,4928
2020-07-18,9220.590920188519,9234.445114635379,9162.095870179595,9162.437560222252,9162.437560222252,2433
2020-07-19,9245.138359651919,9254.571382826261,9192.154098349118,9213.049313853424,9213.049313853424,3615
2020-07-20,9280.631073535445,9298.060131134393,9262.130647092028,9273.411900825302,9273.411900825302,2613
2020-07-21,9374.91028583484,9396.806959365947,9328.548934198872,9356.827225503632,9356.827225503632,4341
2020-07-22,9506.265666683717,9518.5936538326,9477.410656453823,9501.95019958614,9501.95019958614,4277
2020-07-23,9332.885353961172,9356.753047110658,9315.254519875232,9337.87647132041,9337.87647132041,3840
2020-07-24,9268.100929350874,9289.080316985533,9247.100507485631,9254.665966940209,9254.665966940209,2763
2020-07-25,9320.186703867948,9341.520358378408,9294.926791448048,9301.038313246378,9301.038313246378,3947
2020-07-26,9382.660093925813,9384.21907686975,9335.457580531116,9345.669125661443,9345.669125661443,2774
2020-07-27,9468.153865184662,9493.946299355213,9398.522726389428,9412.81976469683,9412.81976469683,1974
2020-07-28,9806.082132815489,9819.82973225844,9785.039656599385,9793.921621900554,9793.921621900554,4871
2020-07-29,9845.14359202708,9855.758189346541,9829.695707165305,9847.885706895655,9847.885706895655,1081
2020-07-30,9968.36794231545,9975.62087753984,9949.349083360288,9954.310196125683,9954.310196125683,1845
2020-07-31,10028.898086810828,10085.160521709588,9999.566702426064,10070.67009832427,10070.67009832427,3809
2020-08-01,10115.524467417408,10189.096021593105,10112.28673076846,10162.491075409036,10162.491075409036,2216
2020-08-02,10089.706156812892,10112.039977682416,10061.747832623261,10100.689550231937,10100.689550231937,1617
2020-08-03,10163.30695966579,10216.202864326211,10135.899619323709,10193.711091922705,10193.711091922705,4260
2020-08-04,10099.5533036114,10102.457865541015,10052.94095321307,10068.701767667655,10068.701767667655,4347
2020-08-05,10056.375946849079,10090.261275347131,10034.628638693996,10075.979574282599,10075.979574282599,4145
2020-08-06,10046.708604060303,10076.459188272085,9989.259175395215,10002.340624334392,10002.340624334392,4081
2020-08-07,10032.479545950811,10055.592680034582,9984.035868775534,10002.936906101808,10002.936906101808,4706
2020-08-08,10263.755254897023,10270.071109550241,10238.936555047983,10249.153833170616,10249.153833170616,3263
2020-08-09,10070.656847730363,10116.09597295983,10061.622077136799,10101.052728748893,10101.052728748893,3337
2020-08-10,10148.944574775254,10171.849820580923,10131.59768119017,10164.841077671466,10164.841077671466,1444
2020-08-11,10001.07113927246,10013.357967090336,9974.485378194677,9989.429268420196,9989.429268420196,1922
2020-08-12,9920.033383085947,9943.435903797996,9889.335885127866,9906.721976202365,9906.721976202365,3599
2020-08-13,10033.108717315396,10065.482178527855,10024.508899876784,10042.345434069142,10042.345434069142,1192
2020-08-14,10046.624528430913,10065.576060521555,10035.615793476403,10058.733049184482,10058.733049184482,2662
2020-08-15,9918.007152744052,9976.101995349734,9915.490213925184,9948.435295805088,9948.435295805088,1288
2020-08-16,9857.00904309309,9874.786088576035,9834.950037449738,9836.518328617905,9836.518328617905,3630
2020-08-17,9931.829557710094,9943.227286438954,9915.9439043304,9923.54761822059,9923.54761822059,4720
2020-08-18,9885.80509562353,9900.863163046955,9864.808350946383,9867.0357567263,9867.0357567263,2167
2020-08-19,9895.21439754751,9918.841126760948,9892.101156288469,9900.688989157816,9900.688989157816,4460
2020-08-20,9898.392153185203,9915.188869140577,9826.209946374034,9850.597798535853,9850.597798535853,4937
2020-08-21,9846.37827944063,9860.970430506715,9824.951629777173,9826.117840687673,9826.117840687673,4963
2020-08-22,10041.007293361816,10061.763688650066,10021.239009543773,10046.615704527383,10046.615704527383,2430
2020-08-23,10114.955928360183,10129.431228444768,10106.77919589572,10124.13887113193,10124.13887113193,2834
2020-08-24,9902.567937637194,9942.871511509733,9876.42156721595,9918.489524380593,9918.489524380593,4441
2020-08-25,9928.585051160779,9951.182040147194,9914.035282623454,9934.929230548963,9934.929230548963,3904
2020-08-26,9845.443984543715,9849.376380394857,9831.933053782075,9841.100347561909,9841.100347561909,4512
2020-08-27,9893.56614801004,9927.167161480587,9878.036979939357,9904.182448433105,9904.182448433105,2970
2020-08-28,9860.404834088573,9888.378153439893,9843.770621619715,9855.229362191072,9855.229362191072,3828
2020-08-29,9880.07173590761,9908.490942884719,9854.720377749687,9871.649409689782,9871.649409689782,1895
2020-08-30,9920.639809128488,9941.055123606478,9917.203823078698,9929.984591634144,9929.984591634144,1919
2020-08-31,10007.998970192491,10012.064476399313,9972.992287462246,10002.902002546623,10002.902002546623,4722
2020-09-01,9893.383994231215,9908.935983030207,9864.481519920224,9877.248196251125,9877.248196251125,3611
2020-09-02,9836.984408030225,9846.182326059192,9826.537488839003,9842.804049178716,9842.804049178716,3034
2020-09-03,9791.663039243012,9819.682661798392,9755.288054710198,9776.594350159685,9776.594350159685,2552
2020-09-04,9710.030763928842,9725.289984787112,9699.113781733982,9719.782595966457,9719.782595966457,2700
2020-09-05,9892.607768745098,9939.8935921807,9867.609539594236,9932.310616382165,9932.310616382165,3060
2020-09-06,9951.742819957159,9963.941915763708,9906.948115115085,9920.576236845898,9920.576236845898,2725
2020-09-07,9837.416690271606,9857.1295113992,9815.829937873643,9845.634577342425,9845.634577342425,4034
2020-09-08,9902.336270720089,9926.176157492026,9895.46103665061,9898.684633143866,9898.684633143866,3387
2020-09-09,10108.337030637942,10157.5389627334,10082.953455071289,10143.849458116872,10143.849458116872,3912
2020-09-10,10220.597901167217,10225.720948967317,10170.379502196793,10192.451041800135,10192.451041800135,2897
2020-09-11,10080.674480373267,10088.690777237849,10074.016926064118,10080.368429417977,10080.368429417977,4935
2020-09-12,9991.349841785388,10020.764936944732,9986.991261493014,10005.491535389107,10005.491535389107,2799
2020-09-13,10100.994433963977,10123.036326711022,10091.505663502208,10118.612709188239,10118.612709188239,1311
2020-09-14,10065.140369475012,10098.871457582443,10035.858251894055,10080.521787313062,10080.521787313062,3780
2020-09-15,10096.118800761182,10157.69490424792,10088.413853524171,10140.722485051385,10140.722485051385,2127
2020-09-16,10187.833650669454,10209.274720160922,10167.41380958213,10181.09762585053,10181.09762585053,1338
2020-09-17,10102.34780108824,10130.478939549623,10074.422481483904,10075.323088255423,10075.323088255423,4269
2020-09-18,10090.28590367795,10124.881613404747,10078.369077790963,10097.513976571712,10097.513976571712,3347
2020-09-19,9804.273488540919,9832.655757082985,9756.335830812968,9773.475431275961,9773.475431275961,4515
2020-09-20,9679.320269010123,9691.093234179878,9650.726530634884,9683.751766269166,9683.751766269166,1358
2020-09-21,9653.538045770976,9670.467409205228,9638.035964422774,9666.520450006048,9666.520450006048,4439
2020-09-22,9535.194383263142,9544.262684278036,9496.988716971495,9521.561936756825,9521.561936756825,3216
2020-09-23,9663.214708419822,9749.953992254314,9646.800879142755,9723.101437071324,9723.101437071324,2172
2020-09-24,9563.75946872778,9592.921072966485,9546.238377467014,9547.46192787008,9547.46192787008,3808
2020-09-25,9497.457498578968,9523.237247111081,9482.594005933846,9492.044254189539,9492.044254189539,1767
2020-09-26,9525.45645438311,9528.756986016935,9462.549009621296,9479.81549485623,9479.81549485623,4029
2020-09-27,9634.737026284092,9679.343820480366,9606.219207306158,9650.920980538573,9650.920980538573,3089
2020-09-28,9481.512780506631,9518.560957739253,9455.738869714094,9505.86021691873,9505.86021691873,1201
2020-09-29,9645.26212420295,9648.38973569095,9638.411455777585,9648.110426968078,9648.110426968078,4017
2020-09-30,9637.45582766636,9652.44912184819,9630.852532765784,9639.177309625746,9639.177309625746,4315
2020-10-01,9513.735740952463,9515.117816042726,9502.154200593544,9508.189389606961,9508.189389606961,2692
2020-10-02,9560.593857840446,9597.748544828994,9532.91889095137,9581.43220719416,9581.43220719416,1463
2020-10-03,9620.401784711581,9630.558405534692,9585.743727864814,9611.323712457866,9611.323712457866,1448
2020-10-04,9514.083163450061,9582.635076502986,9490.836660482473,9568.432028495165,9568.432028495165,1912
2020-10-05,9577.705068871528,9596.100179693822,9550.819635727963,9562.60168915469,9562.60168915469,1797
